2014   1  0 2461 51 51  57  36   4.8   4.3  -6.5  84.6   0.4   4.3  -0.5   4.3   0.6   0.1   1.8   1.3   0.4   1.2  100309.   6.0  394.  -1.5  -3.8 0.014  1.64    9527.   0.3    6.   0.6   1.2 0.001  -0.24   2.48  10.1  7 124    -1   25 999999.99 99999.99 99999.99     0.15     0.07     0.04 -1   3 154.3   0.3   -15    10  5.7
2014   1  1 2461 51 51  60  37   5.0   4.7 -13.6  61.4   2.2   4.0  -1.1   4.1  -0.2   0.3   1.5   0.9   0.5   1.1   89913.   6.4  397.  -1.6  -3.6 0.017  1.80   16809.   0.4    6.   0.7   1.1 0.004   0.08   2.32  10.0  7 124    -1   36 999999.99 99999.99 99999.99     0.16     0.07     0.05 -1   3 154.3   1.0   -25    11  5.8
2014   1  2 2461 51 51  57  34   5.5   4.7 -33.2  74.2   1.1   3.8  -2.6   4.2  -1.8   0.2   2.9   2.3   1.6   0.6   69513.   6.0  389.  -1.8  -2.7 0.023  1.66   11439.   0.3   12.   1.2   0.7 0.005   0.70   1.63   8.7  7 124    -2   33 999999.99 99999.99 99999.99     0.16     0.08     0.06 -1   3 154.3   0.9   -12    21  5.6
2014   1  3 2461 51 51  59  35   5.5   5.4 -37.2  97.4  -0.5   4.2  -3.3   4.6  -2.6   0.2   1.0   0.6   0.5   0.6   76385.   6.4  376.  -3.1  -2.5 0.028  1.68   10041.   0.4    4.   0.7   0.6 0.004   0.98   1.80   8.6 13 124    -4   57 999999.99 99999.99 99999.99     0.15     0.07     0.05 -1   5 154.3   1.1   -18    40  5.4
2014   1  4 2461 51 51  59  36   6.2   6.0 -41.9 112.3  -1.7   4.1  -4.0   4.5  -3.6   0.3   1.5   0.9   0.8   0.9   75095.   6.6  372.  -3.5  -2.5 0.032  1.72    7839.   0.3    4.   1.0   0.8 0.004   1.34   1.45   7.7 13 124    -4  112 999999.99 99999.99 99999.99     0.16     0.08     0.05 -1   5 154.3   1.4   -35    77  5.1
2014   1  5 2461 51 51  59  36   6.8   6.6 -44.3 113.5  -1.9   4.4  -4.6   4.6  -4.4   0.2   1.5   0.8   0.7   1.1   87739.   7.1  374.  -4.0  -2.0 0.027  1.84    7656.   0.2    4.   0.7   0.6 0.004   1.65   1.38   7.3 13 124    -9  166 999999.99 99999.99 99999.99     0.14     0.07     0.04 -1   5 154.3   1.6   -64   103  4.9
2014   1  6 2461 51 51  61  37   6.3   5.6 -15.5 125.1  -3.1   4.4  -1.5   4.4  -1.5   0.3   3.0   1.7   0.5   2.5   84131.   7.2  368.  -4.2  -3.0 0.030  1.82   11822.   0.5    6.   0.7   1.1 0.003   0.55   1.60   7.8 20 124   -11  126 999999.99 99999.99 99999.99     0.15     0.07     0.05 -1   7 154.3   1.1   -48    78  5.1
2014   1  7 2461 51 51  61  33   6.4   6.3 -27.7 110.4  -1.9   5.2  -2.9   5.1  -3.1   0.4   1.2   0.5   0.4   1.1   73468.   7.1  371.  -4.7  -2.7 0.030  1.83   11454.   0.7    5.   0.4   0.6 0.002   1.15   1.46   7.7 20 124   -10  135 999999.99 99999.99 99999.99     0.16     0.08     0.05 -1   7 154.3   1.6   -78    58  5.1
2014   1  8 2461 51 51  58  34   7.6   6.6  26.4 144.6  -4.8   3.4   2.9   3.6   2.6   0.3   3.9   1.1   1.7   3.3   76439.   9.2  376.  -3.3  -7.2 0.038  2.50   11550.   0.4    3.   1.7   2.6 0.005  -0.98   1.36   7.5 20 124    -8  134 999999.99 99999.99 99999.99     0.13     0.06     0.04 -1   7 154.3   1.1   -94    40  5.1
2014   1  9 2461 51 51  63  38   8.0   7.5  23.4 116.7  -3.1   6.2   3.0   6.5   2.4   0.3   2.5   1.6   1.3   1.4   74697.  11.3  379.  -4.3  -8.9 0.050  3.25   10129.   1.5    5.   1.0   1.1 0.008  -0.91   1.49   8.0 20 124     2  125 999999.99 99999.99 99999.99     0.11     0.06     0.04 -1   7 154.3   0.9   -89    36  5.3
