2015   1  0 2475 51 51  56  36   6.1   6.0  17.5 333.7   5.1  -2.5   1.8  -2.9   1.1   0.6   1.2   0.8   0.8   0.4  142461.   3.2  566.   0.0  -2.1 0.050  2.05   52100.   0.8   13.   2.2   1.1 0.012  -0.62   0.97   8.3 23 104   -14   42 999999.99 99999.99 99999.99     0.15     0.06     0.04 -1   9 132.9 999.9    -9    33  6.1
2015   1  1 2475 51 51  60  36   4.8   4.7   6.9 342.0   4.4  -1.4   0.6  -1.5   0.3   0.4   1.0   0.4   0.4   0.8  136681.   3.3  584.   1.6  -2.3 0.036  2.15   17851.   0.3    2.   0.3   0.6 0.002  -0.18   1.58  11.1 23 104   -14   43 999999.99 99999.99 99999.99     0.13     0.06     0.04 -1   9 132.9 999.9    -7    36  7.2
2015   1  2 2475 51 51  59  36   4.3   4.2  -3.7 326.3   3.5  -2.3  -0.3  -2.2  -0.7   0.1   0.8   0.3   0.5   0.5  124674.   2.8  579.   1.2  -1.3 0.036  1.79   17535.   0.2    3.   1.3   0.7 0.003   0.41   1.59  11.3 23 104   -15  105 999999.99 99999.99 99999.99     0.14     0.06     0.04 -1   9 132.9 999.9   -57    48  7.3
2015   1  3 2475 51 51  53  25   4.0   3.8  11.8 323.7   3.0  -2.2   0.8  -2.3   0.5   0.4   1.2   0.6   0.6   0.9  132600.   2.8  557.   1.2  -2.1 0.048  1.73   41685.   0.2   10.   1.0   0.9 0.009  -0.28   1.90  11.7 10 104   -13   76 999999.99 99999.99 99999.99     0.12     0.06     0.04 -1   4 132.9 999.9   -32    44  7.2
2015   1  4 2475 51 51  58  28   2.5   0.7   1.1 243.2  -0.3  -0.7   0.0  -0.7  -0.1   0.8   2.5   1.7   1.6   0.9  117581.   2.6  554.   0.6  -0.7 0.053  1.62   22700.   0.3    7.   0.6   0.7 0.006   0.06   4.26  17.9 10 104   -12   81 999999.99 99999.99 99999.99     0.14     0.06     0.05 -1   4 132.9 999.9   -15    66  8.3
2015   1  5 2475 51 51  58  27   2.7   2.6   1.7 217.2  -2.0  -1.6   0.1  -1.6   0.0   0.4   0.8   0.4   0.6   0.3  105768.   2.5  566.  -0.3  -1.0 0.055  1.63   20525.   0.2    4.   0.5   0.4 0.003  -0.00   3.34  16.6 10 104   -14   87 999999.99 99999.99 99999.99     0.14     0.06     0.04 -1   4 132.9 999.9    -6    80  8.4
2015   1  6 2475 51 51  55  21   2.8   2.7  -3.7 219.6  -2.1  -1.7  -0.2  -1.7  -0.2   0.2   0.8   0.4   0.6   0.2  110830.   2.7  560.  -0.5  -1.5 0.058  1.74   32912.   0.2    4.   0.4   0.3 0.004   0.11   3.43  16.4 10 104   -13   63 999999.99 99999.99 99999.99     0.14     0.06     0.05 -1   4 132.9 999.9    -7    56  8.3
2015   1  7 2475 51 51  58  26   2.9   2.6 -12.7 214.8  -2.1  -1.5  -0.6  -1.5  -0.5   0.5   1.2   0.6   0.8   0.6   85609.   2.7  556.  -0.6  -2.0 0.059  1.72   19045.   0.3    5.   0.7   0.4 0.005   0.28   2.86  15.8 10 104   -10   71 999999.99 99999.99 99999.99     0.13     0.07     0.05 -1   4 132.9 999.9   -14    56  8.5
2015   1  8 2475 51 51  58  35   3.1   2.4 -35.0 224.3  -1.4  -1.4  -1.4  -1.5  -1.3   0.7   2.2   1.9   0.9   0.5   93739.   2.3  532.  -0.4  -1.7 0.056  1.33   16084.   0.3   12.   0.6   0.7 0.004   0.69   2.21  13.0 10 104    -8   98 999999.99 99999.99 99999.99     0.15     0.06     0.04 -1   4 132.9 999.9   -51    47  7.6
2015   1  9 2475 51 51  60  37   3.2   2.5 -16.4 239.2  -1.2  -2.0  -0.7  -2.1  -0.5   0.4   2.0   1.4   0.9   1.0   98062.   2.5  519.  -0.8  -0.7 0.056  1.38   30716.   0.2    7.   0.7   0.9 0.005   0.26   2.30  12.8 10 104    -7  168 999999.99 99999.99 99999.99     0.13     0.06     0.04 -1   4 132.9 999.9   -77    91  7.4
2015   1 10 2475 51 51  55  33   2.1   0.6  35.5 311.2   0.3  -0.4   0.4  -0.4   0.4   1.0   2.2   1.9   0.5   1.0  101327.   2.4  503.  -0.4  -0.6 0.055  1.24   13531.   0.2   23.   1.5   1.5 0.004  -0.20   5.20  18.6 10 104    -3   75 999999.99 99999.99 99999.99     0.13     0.07     0.05 -1   4 132.9 999.9   -12    64  7.9
2015   1 11 2475 51 51  62  37   4.2   4.1  -5.5 355.5   4.1  -0.3  -0.4  -0.3  -0.4   0.1   0.3   0.1   0.1   0.2  167984.   2.1  477.  -0.0  -0.9 0.057  0.98   36903.   0.2    7.   0.8   1.0 0.005   0.19   1.47   8.2 10 104    -1   37 999999.99 99999.99 99999.99     0.15     0.07     0.05 -1   4 132.9 999.9   -11    25  5.5
