x1	x2	y
0.68220219	0.657091331	1.174011821
0.455019082	0.446335895	0.789733174
-1.417711352	-0.989002331	-0.454013647
1.538297997	0.986986733	2.333350558
0.155498266	0.13373123	0.125550895
-2.101398306	-0.878215496	-1.236792285
0.282429818	0.291782317	0.398856409
-0.107293086	-0.123959658	-0.155936249
-0.382880068	-0.419678531	-0.318794765
0.19939043	0.214817474	0.21297398
1.834924714	0.988655516	2.74404325
-0.346933742	-0.328903308	-0.086084689
-0.564958766	-0.533410512	-0.237925913
1.435842127	0.997938159	2.416144083
-1.432986941	-0.970420726	-0.616577065
0.301033927	0.27863311	0.471306422
-1.522948771	-0.978321872	-0.585342751
-1.488850369	-1.020339304	-0.554617293
-0.48459956	-0.437267984	-0.19150782
-1.240439356	-0.938485199	-0.136439625
1.771713687	0.948243827	2.617070806
-1.671380915	-0.981132781	-0.752466186
1.316876565	0.978201215	2.357395374
-1.012328454	-0.83576555	-0.442994789
-2.434710673	-0.644960488	-2.163594946
-2.386716828	-0.704681339	-1.955806126
-0.817694612	-0.708258556	-0.384047867
1.359045228	0.990933023	2.343429661
1.234126961	0.929784112	2.088035287
0.366926722	0.346274595	0.334391415
0.435953093	0.42693011	0.627704536
-0.103369427	-0.119718675	0.008858211
-0.104868869	-0.110881975	-0.145686738
-1.0630198	-0.910917203	-0.102288672
1.075441257	0.884077085	1.716978723
-0.721330081	-0.6852689	-0.194245211
-0.553115136	-0.5312653	-0.266373642
-0.037354386	-0.040012126	-0.133238636
1.001569786	0.845937118	1.725558099
-1.18780094	-0.887426248	-0.293651712
0.049323664	0.039346779	0.113274489
1.024702499	0.873818159	1.872772783
0.620643943	0.553996084	0.874899907
-0.425151555	-0.381989551	-0.255931296
-1.106053146	-0.899337224	-0.379625305
1.546808877	1.001059049	2.398728886
0.545681231	0.514532025	0.860646374
-0.781648293	-0.708452471	-0.219692925
0.107178192	0.112207374	0.000716659
-0.848908534	-0.748393563	-0.390939336
-0.51427722	-0.52134431	-0.259626777
-1.954775525	-0.917159999	-1.21148728
-0.184096552	-0.19991281	-0.133497641
-2.072718823	-0.912678417	-1.214631142
0.241456107	0.232388026	0.332027097
0.444783308	0.441500019	0.716773449
-0.410095235	-0.426047542	-0.203543916
-0.059833801	-0.053601842	-0.062867771
-1.377127442	-0.967234779	-0.586416009
-1.378572174	-0.965909622	-0.391480522
-0.752037289	-0.677608366	-0.301147587
-0.257894492	-0.282930945	-0.146812718
-1.806075291	-0.935494829	-0.64203418
1.526068971	0.972006185	2.544612558
-0.504477892	-0.488389327	-0.246828743
0.868742556	0.75117804	1.24394916
0.209093791	0.223401422	0.135739006
-1.208153234	-0.936276599	-0.327200043
0.106834737	0.135476099	0.260117861
-1.865654147	-1.028217022	-0.720660534
0.307238543	0.328202531	0.482861866
1.58176839	1.002112047	2.439032309
-1.845358513	-0.968052356	-0.993609849
-0.950047157	-0.822870282	-0.222355043
1.715770215	0.968806081	2.469932314
-0.033675499	-0.03763925	-0.129559689
0.737973076	0.654150709	0.980236839
1.19154775	0.939639027	2.039096813
-0.04813298	-0.106241419	-0.087297592
-0.044622754	-0.0443227	-0.030043215
-0.131030653	-0.135899228	-0.321507813
-1.033166399	-0.8836956	-0.409649161
-0.19907242	-0.219076937	-0.010339548
0.646493368	0.585776942	1.157888796
1.424493928	0.980021902	2.343924117
1.51200824	1.000998547	2.597662601
-1.294731365	-0.978741648	-0.353257497
0.464018718	0.436182629	0.838203225
-1.450953697	-1.004499114	-0.557892517
0.730399928	0.678816326	1.071181631
0.126765601	0.133065488	0.102841703
-0.934609642	-0.804336284	-0.259905478
-2.313411723	-0.758959956	-1.886818107
0.046570432	0.046129445	0.182205633
0.226964457	0.247760392	0.252318213
1.664039188	1.014260851	2.644898245
-0.193214775	-0.227357987	-0.021313046
1.466797676	0.960364353	2.450673046
0.337545574	0.326101115	0.500476706
-0.325230382	-0.306442268	-0.257939764
-0.28964166	-0.306210686	-0.271319679
1.423917567	0.989241662	2.174862414
-0.928929007	-0.788917983	-0.305481829
-1.037134117	-0.85287834	-0.352211006
1.043381159	0.87803022	1.807630421
-0.669677302	-0.614814076	-0.245716385
-0.150135766	-0.114205611	-0.290144811
-1.775023049	-0.974700617	-0.859823662
-1.527259819	-0.973288555	-0.461869733
-0.08325773	-0.101339148	-0.067581569
-0.811240427	-0.754272749	-0.041739023
-1.288012484	-1.026383393	-0.288946584
-0.410081379	-0.363941289	-0.297464027
-1.079774554	-0.891404002	-0.333883072
0.444434711	0.42151932	0.47890908
0.944340556	0.782952536	1.759486594
-0.115613242	-0.092693483	0.042826435
-0.199160218	-0.186160028	-0.150089123
1.411660184	1.004871152	2.433702097
0.419376729	0.380298485	0.647654525
0.904048275	0.758597081	1.580262703
0.332192973	0.335309324	0.506785752
1.518545826	1.006106486	2.553291916
0.558501598	0.53451766	0.993061727
0.793093679	0.671959626	1.110982198
0.259061722	0.284833129	0.543141185
-0.00129055	-0.00307787	-0.174068384
-0.626580076	-0.630057096	-0.148532399
0.707344537	0.654027492	1.182099725
-0.702642159	-0.63153866	-0.297175522
-0.307867988	-0.263987497	-0.055344564
-0.717398906	-0.645354016	-0.346026667
1.245820989	0.949894542	2.096551177
0.12473782	0.136709909	0.078727423
-0.795842684	-0.694016692	-0.179514534
-0.601992123	-0.558630264	-0.260644841
0.014683023	0.016153191	0.207247749
-0.725780786	-0.649968237	-0.40161066
0.626866941	0.61596255	0.861684406
0.594274857	0.538159142	0.904998762
1.450807505	0.970660368	2.34233009
0.632374493	0.595214358	0.824652961
0.423222686	0.409319694	0.570218159
-1.048520806	-0.861548908	-0.456030612
-0.195380734	-0.186959129	0.033656714
2.33010902	0.759958134	2.863096292
1.109818041	0.90561703	1.900812928
-0.06659447	-0.05836277	-0.082768173
0.667820011	0.603054284	0.96043988
0.88716239	0.808720358	1.399064955
-0.28788616	-0.266043961	-0.136607174
0.301276875	0.276344248	0.31057847
-0.269251703	-0.276035489	-0.154359334
-0.91579097	-0.769265626	-0.198762201
-1.538898498	-0.985779421	-0.540492672
-0.077016487	-0.038761511	-0.002434886
-0.287543439	-0.274373562	-0.287467986
-0.476576772	-0.454313024	-0.405672197
-0.228409204	-0.213890265	-0.330360452
1.110325654	0.90263756	1.874265396
0.198183335	0.186567177	0.290529602
0.246263302	0.246555024	0.268152917
-0.619956687	-0.583625786	-0.274640809
1.580116973	1.030608341	2.75363588
0.198374635	0.176161747	0.12333454
-1.422180311	-0.972728327	-0.563731677
-0.721457346	-0.639304055	-0.553598279
-1.752266847	-1.016692053	-0.70842909
0.507793062	0.483171606	0.633639356
-0.153921379	-0.136426216	-0.265744259
0.846221647	0.756333348	1.479607949
-1.105585046	-0.857027009	-0.512456808
0.070084847	0.048181244	0.212554427
-0.207784177	-0.216724347	-0.185691695
-0.053809961	-0.026431338	0.025986057
-1.667742699	-0.995154247	-0.772619245
-0.231376179	-0.193975232	-0.133188095
-1.072214805	-0.863325924	-0.250431523
-1.532562844	-0.990251836	-0.508690357
-0.376097895	-0.36936989	-0.098169386
0.194239828	0.225913137	0.193908082
0.224947243	0.218067985	0.269051834
-1.268976019	-0.942094354	-0.42804706
0.4872362	0.491119635	0.901766912
2.045649458	0.868508307	2.771275543
0.610546668	0.586020749	0.922467603
-0.700816701	-0.63683285	-0.300050564
-0.048568888	-0.057869788	-0.206376233
-0.956645799	-0.821456238	-0.333589786
-0.631151936	-0.580611615	-0.231056914
0.578624211	0.516455804	0.814663589
-0.128532736	-0.112133754	-0.007129716
-1.148915194	-0.923337994	-0.354088454
0.418702068	0.37878843	0.499168848
-1.134872323	-0.900747527	-0.475550245
-0.907978149	-0.816302847	-0.213461076
-2.020622063	-0.929797469	-1.177438147
1.448464096	0.981303613	2.291061383
-0.332862187	-0.366101239	-0.02344317
-1.898133698	-0.961619007	-1.039506219
0.098628996	0.114638274	0.026707021
-1.443097462	-0.975859099	-0.541118844
1.015221575	0.853105842	1.795166544
-0.195426249	-0.198775725	-0.456888776
-0.133612406	-0.099783986	-0.228679636
-1.249986333	-0.934195103	-0.378132053
-0.189802464	-0.217417158	-0.173201942
1.490979322	0.995344162	2.473416474
0.635945035	0.589176293	1.219396144
1.795632359	0.971581152	2.667286146
-0.797125937	-0.733458159	-0.319421954
-1.569234378	-1.048120722	-0.538457899
-1.280383222	-0.943051961	-0.623353245
2.407819524	0.677831778	2.982636792
-1.407115746	-0.991584965	-0.570444758
0.515203076	0.520961909	0.813201874
-2.076460921	-0.874650782	-1.296508025
-0.885958394	-0.769210694	-0.20898549
-0.272495608	-0.269449825	-0.159658068
-0.255683905	-0.247473813	-0.167314229
-3.110249293	-0.031814315	-3.191188835
-1.003180669	-0.840349836	-0.385744471
-1.018489818	-0.88139779	-0.316458781
-1.414715533	-0.994470703	-0.279185047
-0.637525362	-0.57380786	-0.398673297
-0.428317981	-0.408395139	-0.317597395
-0.801674907	-0.708802316	-0.176677947
0.815827001	0.708483991	1.246969425
0.5322706	0.477293465	0.897000695
0.438179258	0.421719612	0.680312177
-0.770030115	-0.727320112	-0.176601839
-0.299043839	-0.288346707	-0.332551339
-1.393586426	-0.954374102	-0.54555346
0.446932694	0.411466041	0.539845493
-0.985367692	-0.821088389	-0.260129902
-0.606138871	-0.582176862	-0.302077886
-0.895527991	-0.773997241	-0.198786894
0.037413497	-2.56682E-05	-0.198826474
1.236736314	0.944299869	2.185164875
-2.399582421	-0.682467741	-1.878246717
-0.955062831	-0.834229622	-0.282570685
1.229249222	0.949796701	2.027663962
2.281702591	0.74004334	2.660891859
-0.511973872	-0.480600042	-0.250138345
3.593129747	-0.465900565	3.77715297
0.429651347	0.429296775	0.613813371
-0.706528655	-0.639810664	-0.343037327
1.238207441	0.953468673	2.125034581
-0.042215072	-0.041792943	0.028332363
1.588991019	1.015129378	2.513979948
-1.449800431	-0.983662663	-0.598594462
0.955817212	0.838410562	1.666725763
-0.326037671	-0.289041981	-0.223086474
-1.385150285	-0.973616384	-0.345597356
0.949254647	0.800007213	1.533650035
-1.251558259	-0.918981237	-0.676396618
0.849562279	0.711826754	1.539284248
-0.286911042	-0.269357092	-0.041575631
0.504059834	0.492760971	0.801967152
1.293962882	0.942184747	2.448145216
1.408081324	1.014396076	2.372127651
0.781088133	0.677673775	1.316189276
0.211704491	0.186069327	0.229300657
0.988531949	0.85215237	1.983136531
0.272909752	0.265689182	0.536521251
2.146892473	0.873347732	2.885893417
-0.121110804	-0.08329605	-0.235481944
-1.158905083	-0.934782903	-0.371460697
0.948033948	0.835259387	1.691964117
1.726162481	0.989902397	2.620397562
1.600271709	1.023483869	2.784699985
-0.466762356	-0.440633319	-0.248284945
0.107983957	0.103748898	0.258673552
1.016703595	0.851261431	1.917087439
-0.777707354	-0.728864819	-0.186619943
-0.030150028	-0.050144731	0.067840781
-0.383688015	-0.403138739	-0.150256328
0.020194727	0.018507211	-0.113077797
0.686642894	0.661969148	1.240002622
-0.511021397	-0.466996682	-0.194984478
-1.955762274	-0.952738928	-1.014067021
1.779902006	0.978802003	2.892326913
1.309711194	0.98598908	2.190515354
1.340204883	0.994382125	2.447686932
-0.626348551	-0.608413995	-0.299991314
-0.930430379	-0.821607033	-0.310079944
-0.416273356	-0.392917349	-0.368265464
-1.377149544	-0.997249523	-0.364417876
-0.136349139	-0.147573782	-0.054005099
-0.047176453	-0.045389703	0.009283508
1.209543289	0.917939233	2.113714879
-0.265563359	-0.237527827	-0.09364838
